arquivo,classe,especie,licenca,atribuicao,observacao_url,foto_id,data_observacao,local
inat_727773542.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Davi Parreira, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/396836751,727773542,2026-09-02,"Rod. Ver. Geraldo Dias, 4033 - Jardim Currupira, Jundiaí - SP, Brasil - Vila Hortolandia, Jundiaí - SP, 13214-788, Brasil"
inat_727505225.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Nicola Marchioli, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/396702269,727505225,2026-07-25,"Pantanal, Corumbá - Mato Grosso del Sul, Brasile"
inat_727098900.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Nicola Marchioli, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/396486890,727098900,2026-07-25,"Pantanal, Barão de Melgaço - Mato Grosso, Brasile"
inat_726575689.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Nicola Marchioli, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/396205533,726575689,2026-07-25,"Pantanal, Barão de Melgaço - Mato Grosso, Brasile"
inat_726220160.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) pabloscazzina, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/396025499,726220160,2026-08-19,"Dionísio Cerqueira, Santa Catarina, Brasil"
inat_725816041.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Nicola Marchioli, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/395822685,725816041,2026-07-24,"Pantanal, Poconé - Mato Grosso, 78175-000, Brasile"
inat_725672677.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Marina Teles Oliveira, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/395747400,725672677,2026-08-30,"Várzea, Recife - PE, Brasil"
inat_725536222.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Tomás Molina Ehrman, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/395679738,725536222,2026-08-27,"Belgrano, Cdad. Autónoma de Buenos Aires, Argentina"
inat_725502064.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Sérgio Tück, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/395663115,725502064,2026-07-18,"Atibaia - SP, Brasil"
inat_725501984.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Sérgio Tück, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/395663110,725501984,2026-07-18,"Atibaia - SP, Brasil"
inat_725424172.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Tomás Molina Ehrman, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/395624490,725424172,2026-08-28,"Belgrano, Cdad. Autónoma de Buenos Aires, Argentina"
inat_725125662.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Nicola Marchioli, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/395460914,725125662,2026-07-24,"Pantanal, Corumbá - Mato Grosso del Sul, Brasile"
inat_723795049.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Jorge Damaceno, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/394787405,723795049,2026-08-25,"Águas de São Pedro - SP, 13525-000, Brasil"
inat_722760458.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Lilian L, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/394260951,722760458,2026-07-22,"Porto Jofre - Mato Grosso, Brésil"
inat_721057882.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Filipe da Cunha, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/393390826,721057882,2026-07-23,"Iperó - SP, 18560-000, Brasil"
inat_721010964.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Luiz, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/393367038,721010964,2026-08-01,"Lagoa Azul, Suzano - SP, Brasil"
inat_720979194.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Luca Pusceddu, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/393349959,720979194,2026-08-18,"Av. Miguel Estefano, 3031 - Parque do Estado, São Paulo - SP, Brasil"
inat_720906385.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Tomás Molina Ehrman, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/393314814,720906385,2026-08-19,"Belgrano, Cdad. Autónoma de Buenos Aires, Argentina"
inat_719838108.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Nahuel, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/392769973,719838108,2026-08-19,Reserva Ecológica Ciudad Universitaria-Costanera Norte
inat_719254596.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Emma Prates, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/392469305,719254596,2026-08-18,"Governador Valadares, BR-MG, BR"
inat_719248628.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Murilo Sobral, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/392465797,719248628,2025-01-30,"SP-332, km 34,3 sul - Melhoramentos, Caieiras - SP, 13205-005, Brasil"
inat_717904606.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Nicola Marchioli, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/391775823,717904606,2026-07-22,"Pantanal, Poconé - Mato Grosso, 78175-000, Brasile"
inat_717460922.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Tanlor, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/391545245,717460922,2026-08-15,"Rua Newton Vieira Soares Votorantim - São Paulo, 19115, Brasil - Protestantes, Votorantim - SP, 18110-013, Brasil"
inat_715856461.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Isobel Bender, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/390722982,715856461,2026-08-11,"Rodovia Bernardo Sayão, Dom Eliseu, PA, BR"
inat_712646383.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Guilherme Perrud, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/389077851,712646383,2026-08-07,"Cascavel, PR, 85816, Brasil"
inat_712551574.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Nicola Marchioli, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/389029756,712551574,2026-07-22,"Pantanal, Poconé - Mato Grosso, 78175-000, Brasile"
inat_712358411.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-SA,"(c) Caroline Galassi, some rights reserved (CC BY-SA)",https://www.inaturalist.org/observations/388919370,712358411,2026-08-02,"Campinas, SP, Brasil"
inat_712354479.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-SA,"(c) Caroline Galassi, some rights reserved (CC BY-SA)",https://www.inaturalist.org/observations/388916775,712354479,2026-07-05,"Jaguariúna, SP, Brasil"
inat_712354346.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-SA,"(c) Caroline Galassi, some rights reserved (CC BY-SA)",https://www.inaturalist.org/observations/388916771,712354346,2026-07-05,"Jaguariúna, SP, Brasil"
inat_711792562.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Juleseth, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/388628754,711792562,2026-08-05,"20000 Maldonado Department, Uruguay"
inat_711558189.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Francisco J. Serrano Eizaguerri, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/388515895,711558189,2025-10-24,"Gral. José Ballivián, Bolivia"
inat_711446170.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Felipe de Paula Pádua, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/388453442,711446170,2026-08-04,"Porto Velho, Itajubá - MG, Brasil"
inat_711340747.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Francisco J. Serrano Eizaguerri, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/388397764,711340747,2025-10-24,"Gral. José Ballivián, Bolivia"
inat_710636935.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Nereston (Nelinho) Camargo, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/388042904,710636935,2026-05-25,"Jardim Veraneio, Campo Grande - MS, Brasil"
inat_710034637.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Tomás Molina Ehrman, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/387733871,710034637,2026-08-01,"Núñez, Cdad. Autónoma de Buenos Aires, Argentina"
inat_709987511.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-SA,"(c) Ana Cristina Almeida, some rights reserved (CC BY-SA)",https://www.inaturalist.org/observations/387712860,709987511,2026-08-02,"Parque Cidade de Toronto - Av. Cardeal Motta, 84 - City América, São Paulo - SP, 05101-210, Brasil"
inat_709958042.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Tomás Molina Ehrman, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/387695446,709958042,2026-08-01,"Comuna 13, Cdad. Autónoma de Buenos Aires, Argentina"
inat_709463347.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) mel renovato, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/387435807,709463347,2023-04-29,"Avenida Andromeda 500, Setor Socioeconômico 14, São José dos Campos - São Paulo, 12231, Brasil - Floradas de São José, São José dos Campos - SP, 12230-250, Brasil"
inat_708924207.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Lucas Porcellis, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/387157316,708924207,2023-05-06,"Q 107 Condomínio Parque das Aguas - Águas Claras, Brasília - DF, 71928-720, Brasil"
inat_708541781.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Tomás Molina Ehrman, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/386959840,708541781,2026-07-24,"Belgrano, Cdad. Autónoma de Buenos Aires, Argentina"
inat_708078824.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) lorenking, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/386719452,708078824,2026-07-30,"Ilha de Santa Catarina, Florianópolis, SC, BR"
inat_708069750.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Tomás Molina Ehrman, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/386715336,708069750,2026-07-29,"Comuna 13, Cdad. Autónoma de Buenos Aires, Argentina"
inat_707815826.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) heitor2008, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/386575129,707815826,2024-07-27,"Barreiro, Araxá - MG, Brasil"
inat_707580906.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Stefanel Bonilla, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/386456564,707580906,2026-07-26,"FH64+863 Humedal Reserva Ecológica Ciudad Universitaria Costanera Norte, Cdad. Autónoma de Buenos Aires, Argentina"
inat_707433276.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) us3rn4m3, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/386378143,707433276,2026-07-26,"Prumirim Beach, Ubatuba - State of São Paulo, Brazil"
inat_705590458.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Andre Mariano, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/385419209,705590458,2026-07-26,"Parque da Rua do Porto, Piracicaba - SP, Brasil"
inat_705027014.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Tomás Molina Ehrman, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/385114906,705027014,2026-07-25,"Villa Soldati, Cdad. Autónoma de Buenos Aires, Argentina"
inat_704808916.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Tatiana Roveran, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/385004238,704808916,2026-07-25,"Parque da Rua do Porto, Piracicaba - SP, Brasil"
inat_704542772.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Mark Bailey, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/384863332,704542772,2026-07-24,"17500, Peru"
inat_704079110.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Mark Bailey, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/384623809,704079110,2026-07-24,Tambopata Research Center
inat_703546432.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Miguel Volkweis Rasnheski, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/384348810,703546432,2026-07-23,"Matupá - MT, Brasil"
inat_703504262.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Mark Bailey, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/384326457,703504262,2026-07-23,"17500, Peru"
inat_703110797.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Mark Bailey, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/384120943,703110797,2026-07-22,"17500, Peru"
inat_703013538.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Maria Atalla Belloti, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/384072565,703013538,2026-07-20,"Pirassununga, SP, 13637, Brasil"
inat_701696122.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Patrick HAFFNER, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/383390441,701696122,2024-09-15,"Poconé - State of Mato Grosso, 78175-000, Brésil"
inat_700900393.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Manequinho Correia, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/382976887,700900393,2026-07-18,"Estr. Gov. Mario Covas Júnior - Boa Vista Paulista, Poá - SP, Brasil"
inat_700766546.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Tomás Molina Ehrman, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/382902713,700766546,2026-07-18,"Belgrano, Cdad. Autónoma de Buenos Aires, Argentina"
inat_700765899.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Tomás Molina Ehrman, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/382902565,700765899,2026-07-18,"Belgrano, Cdad. Autónoma de Buenos Aires, Argentina"
inat_698582295.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Keyla Rosado, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/381769251,698582295,2026-07-15,"Praia de Boiçucanga, São Sebastião - SP, 11600-000, Brasil"
inat_698131218.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Tomás Molina Ehrman, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/381536803,698131218,2026-07-14,"Belgrano, Cdad. Autónoma de Buenos Aires, Argentina"
inat_695622967.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Lana, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/380236029,695622967,2026-06-26,"17000, Peru"
inat_692772701.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Brandon Hawn, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/378770217,692772701,2026-06-27,"20200 Solís, Maldonado Department, Uruguay"
inat_692772694.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Brandon Hawn, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/378770213,692772694,2026-06-27,"20200 Solís, Maldonado Department, Uruguay"
inat_692495239.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Laura Paulucci, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/378624077,692495239,2026-07-05,"R4M6+4X - São José dos Campos, SP, Brasil"
inat_691790732.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Lissandro Dittmar, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/378257317,691790732,2026-07-04,"Matriz, Curitiba - State of Paraná, 80730, Brasilien"
inat_691764269.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Arthur Goy de Souza, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/378244274,691764269,2026-06-30,"Avenida Horácio Neto, 936-982 - Vila dos Netos, Atibaia - SP, 12940-385, Brasil"
inat_690518905.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Tomás Molina Ehrman, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/377596467,690518905,2026-07-02,"Belgrano, Cdad. Autónoma de Buenos Aires, Argentina"
inat_689681596.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Lucila Boasso, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/377167176,689681596,2026-01-17,"Rua dos Eucaliptos - Campeche, Florianópolis - SC, 88063-287, Brasil"
inat_689493220.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) pinkglitterrzzz, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/377065807,689493220,2026-01-22,"Avenida Ministro José Américo de Almeida, João Pessoa, PB, BR"
inat_687440480.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Enzo Suarez, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/376008619,687440480,2026-06-27,"Belgrano, Cdad. Autónoma de Buenos Aires, Argentina"
inat_686174211.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY,"(c) yongestation, some rights reserved (CC BY)",https://www.inaturalist.org/observations/375364388,686174211,2026-06-25,"Vila Santo Henrique, São Paulo - State of São Paulo, Brazil"
inat_685267579.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Viviane, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/374883217,685267579,2026-06-23,"Vila Assunção, Porto Alegre - RS, Brasil"
inat_685004176.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY,"(c) yongestation, some rights reserved (CC BY)",https://www.inaturalist.org/observations/374756153,685004176,2026-06-23,"Cachoeiras de Macacu - State of Rio de Janeiro, 28680-000, Brazil"
inat_683527294.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY,"(c) yongestation, some rights reserved (CC BY)",https://www.inaturalist.org/observations/373999965,683527294,2026-06-21,"Cachoeiras de Macacu - State of Rio de Janeiro, 28680-000, Brazil"
inat_681883998.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Valeria Vieira, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/373129843,681883998,2026-05-08,"Av. Roraima nº 1000 Cidade Universitária Bairro - Camobi, Santa Maria - RS, 97105-900, Brasil"
inat_681607728.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) J D, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/372987286,681607728,2026-06-03,"17000, Peru"
inat_681204769.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Gremory fermán Shueman, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/372772728,681204769,2026-06-17,"San Nicolás de Los Arroyos, Provincia de Buenos Aires, Argentina"
inat_680474930.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Ana Laura Campioto, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/372392513,680474930,2026-06-12,"Teodoro Sampaio - SP, 19280-000, Brasil"
inat_679838430.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY,"(c) yongestation, some rights reserved (CC BY)",https://www.inaturalist.org/observations/372064589,679838430,2026-06-15,"Cachoeiras de Macacu - State of Rio de Janeiro, 28680-000, Brazil"
inat_679339343.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) FERNANDO CARLOS RAFFO, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/371802639,679339343,2010-01-21,"Monte Caseros, Corrientes, Argentina"
inat_678658712.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Tomás Molina Ehrman, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/371445962,678658712,2026-06-12,"Belgrano, Cdad. Autónoma de Buenos Aires, Argentina"
inat_678656342.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Tomás Molina Ehrman, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/371444462,678656342,2026-06-12,"Belgrano, Cdad. Autónoma de Buenos Aires, Argentina"
inat_678478545.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY,"(c) yongestation, some rights reserved (CC BY)",https://www.inaturalist.org/observations/371352732,678478545,2026-06-13,"Lagoa, Rio de Janeiro - State of Rio de Janeiro, Brazil"
inat_677569742.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Tomás Molina Ehrman, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/370869179,677569742,2026-06-11,"Belgrano, Cdad. Autónoma de Buenos Aires, Argentina"
inat_677566650.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Tomás Molina Ehrman, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/370868198,677566650,2026-06-11,"Belgrano, Cdad. Autónoma de Buenos Aires, Argentina"
inat_677557373.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Tomás Molina Ehrman, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/370862416,677557373,2026-06-11,"Belgrano, Cdad. Autónoma de Buenos Aires, Argentina"
inat_677431908.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Tomás Molina Ehrman, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/370798883,677431908,2026-06-11,"Belgrano, Cdad. Autónoma de Buenos Aires, Argentina"
inat_677431538.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Tomás Molina Ehrman, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/370798710,677431538,2026-06-11,"Belgrano, Cdad. Autónoma de Buenos Aires, Argentina"
inat_675894404.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Aline Martinez, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/369996152,675894404,2021-09-04,"Jardim Bela Vista, Três Lagoas - MS, Brasil"
inat_675631005.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Tomás Molina Ehrman, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/369860099,675631005,2026-06-03,"Belgrano, Cdad. Autónoma de Buenos Aires, Argentina"
inat_675405486.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Tomás Molina Ehrman, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/369741156,675405486,2026-06-04,"Belgrano, Cdad. Autónoma de Buenos Aires, Argentina"
inat_675398905.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Tomás Molina Ehrman, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/369737949,675398905,2026-06-04,"Belgrano, Cdad. Autónoma de Buenos Aires, Argentina"
inat_675382538.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Tomás Molina Ehrman, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/369728697,675382538,2026-06-04,"Belgrano, Cdad. Autónoma de Buenos Aires, Argentina"
inat_675098142.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Tomás Molina Ehrman, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/369578553,675098142,2026-06-04,"Belgrano, Cdad. Autónoma de Buenos Aires, Argentina"
inat_675026075.jpg,capivara,Hydrochoerus hydrochaeris,CC-BY-NC,"(c) Tomás Molina Ehrman, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/369543413,675026075,2026-06-03,"Belgrano, Cdad. Autónoma de Buenos Aires, Argentina"
